Möte,Dagordningspunkt,Brödtext,Förslagställare,Kommun,Organisation(er),Tid,Vem-taggar,Alla taggar,Rankning,Antal röstande
Learning forum 2018,Fråga 3: Hur bör skolans digitalisering följas upp så att resultaten kan användas för att utveckla skolans verksamhet?,Grupp 9 - föreslår Skarpa direktiv från staten i syfte att stöjda prioritering och fördelning av resurser inom lärosäten och kommuner.,Hanna Forsberg,Danderyds kommun,,2018-10-10 12:56,,hanna-forsberg-6,,
Learning forum 2018,Fråga 3: Hur bör skolans digitalisering följas upp så att resultaten kan användas för att utveckla skolans verksamhet?,"Det behövs sättas mått på  nationella kraven i strategin som följs upp (både kvalitativa och kvantitativa) inom digitization och digitalization. Tidsaspekten ska vara #kort och levereras i samband med handlingsplanen i mars 2019.
#TidKort #SKL #Skolverket",Lena Gällhagen,Stockholms kommun,Kommunal huvudman,2018-10-10 11:14,skl skolverket,kort tidkort lena-gallhagen-2,18/39,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"Grupp 26 tycker: 
1. Forskningen styrs av var pengarna finns och inte var behoven finns. 
Det borde vara mycket enklare att söka pengar från tex Vinnova . Idag är det nästan omöjligt för “vanligt folk” att ansöka. 

2. Den nationella forskningplattformen ska innehålla en funktion för inlämning av behov från verksamheter. Den forskare som vill ska kunna använda detta och söka statliga medel. Dock måste det vara mycket snabbare och enklare process.
#TidMedel #Skolforskningsinstitutet #Vinnova",Sara Bruun,Hässleholms kommun,Kommunal skola,2018-10-10 10:55,skolforskningsinstitutet vinnova,sara-bruun-4 tidmedel,3/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"Grupp 1 Samverkan mellan Universiteten och huvudmän två olika forskningsarenor en verksamhetsnära som jobbar tillsammans med universiteten och en som Universiteten står för.  

Ny myndighet som stödjer skolor istället för att inspektera
#TidLång",Sara Lundberg,Uppsala kommun,Kommunal huvudman Kommunal skola,2018-10-10 11:00,,tidlång barasaralu-6,12/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"Grupp 1 - Learning Forum 
Aktionsforskning - tillsammans bygga något. Bra! Svårt: Maktförhållandet mellan forskare utan praktisk erfarenhet och den erfarna läraren utan forskarerfarenhet.  

Samfinansering av deltagande aktörer ( #huvudman, #universitet, #skolverket)
#TidKort",Sara Lundberg,Uppsala kommun,Kommunal huvudman Kommunal skola,2018-10-10 11:02,huvudman skolverket,tidkort barasaralu-7 universitet,11/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"grupp 23 föreslår 

Statliga #finansiärer behöver skapa riktade utlysningar. #TidKort

VI tänker nytt: exempelvis de nya skolor som byggs i landet tar med kontaktytor mellan akademi, forskning och skolor och praktik. Vi gör gemensam sak av resurser. Nya roller kan skapas här, samt nystart för forskningsimplementering och uppföljning. #TidLång
#Departement #Regeringen",Ylva Lindberg,Jönköpings kommun,Lärosäte,2018-10-10 11:05,departement regeringen,tidkort tidlång ylva-lindberg-3 finansiärer,13/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"föreslår Öronmärka pengar från Skolverket att bedriva forskning kring digitalisering, det är farligt när man börjar blanda in för mycket företag.  
#TidLång
#Staten och #Skolverket",Simon Sjölund,Västerås kommun,Lärosäte,2018-10-10 11:09,skolverket,tidlång simon-sjolund-4 staten,8/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"- Statliga bidrag, viktigt med den oberoende uppdragsgivare 
- Privata företag, ta hjälp av alla anslag för att driva SkolSverige framåt
- Avsätta pengar från skolans ekonomi?
#Skolverket + #Vetenskapsrådet, #TidMedel",Sara Elvermåhr,Stockholms kommun,Kommunal skola,2018-10-10 11:11,skolverket,tidmedel vetenskapsrådet sara-elvermahr-4,21/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"Statlig finansiering med möjlighet till ytterligare finansiering utifrån uppnådda delmål i projekt. Mindre administration men mer krav på dela-kultur. (Att tillgängliggöra sina resultat i sina projekt på skolverkets möjliga nya site för samlad forskning kring digitalisering)
#Staten, #huvudmän, #akademin, #skolverket #TidMedel",Fredrik Hedström,Lunds kommun,Lärosäte,2018-10-10 11:15,skolverket,tidmedel fredrik-hedstrom-8 akademin staten huvudmän,5/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"bord 24 föreslår 
#Staten bör finansiera forskningen, men det ska finnas incitament för andra att delfinansiera. Såsom skolhuvudmän, företag och stiftelser med mera.",Jonas Edlund,Örebro kommun,Kommunal skola,2018-10-10 11:15,,staten jonasedlund-5,4/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"Någon form av gemensam finansiering (stat, kommun, …) men frågan behöver utredas och man behöver komma till ett förslag. #TidMedel, Aktörer: #Universitet, #skolhuvudmän, #näringsliv och andra #forskningsaktörer. #Regering och #Riksdag för beslut om nya medel.",Marcus Ander,Malmö kommun,Annat företag,2018-10-10 11:16,,skolhuvudmän tidmedel regering universitet forskningsaktörer marcus_ander-4 riksdag näringsliv,19/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"föreslår att huvudmännen tillsammans med lärosäten tar ett större ansvar. Då med möjligheten att staten t ex genom Vinnova måste har mer medel att fördela. Vilken roll ska leverantörer ha gällande finansieringen av forskning? Det viktiga är att nyttjanderätten är fri - vad resultatet av forskningen blir.
#TidMedel #Vinnova #Regeringen",Mikael Svensson,Gävle kommun,Kommunal huvudman,2018-10-10 11:17,vinnova regeringen,tidmedel mikael-svensson-5,18/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,Finansiering kan ske från Edtech-branschen eftersom de redan har ekonomiska intressen i att skolan digitaliseras.,Claes Asker,Karlstads kommun,Lärosäte,2018-10-10 11:18,,claes-asker-2,22/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"Bord 32 - Vi tror på olika finansieringsmodeller men staten måste garantera så att vi får forskning över hela landet. 
Det måste vara lättare att söka medel.
#TidKort
Aktörer: Trippel-Helix-samverkan mellan #skolor, #företag och #akademi.",Agneta Berntsson,Torsås kommun,Kommunal huvudman Kommunal skola Kommun,2018-10-10 11:21,,tidkort akademi skolor företag agneta-3,1/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"Bord 18 resonerar kring likvärdigheten utifrån finansieringen.. Statlig finansiering utifrån att ""alla"" ska få likvärdiga möjligheter?",Stefan Osla,Göteborgs kommun,Kommunal huvudman Kommun,2018-10-10 11:21,,stefan-osla-3,17/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"Vår grupp föreslår att universitet behöver ser över sina belöningssystem: det är publicering som belönas/värdesätts, skolutveckling som beforskas tar tid och väljs (ibland) bort av forskare för att det påverkar löneutvecklingen/karriären negativt.

När? Kommer att ta tid…Lång
Vem? Universitets ledning (både lokal ledning samt nationell)",Jorryt van Bommel,Karlstads kommun,Lärosäte,2018-10-10 11:23,,jvb-4,9/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"Bord 14 föreslår 
-	Statsbidrag riktade till huvudmännen för att medverka i praktiknära forskning / FoU.
-	Mer finansiering till Skolforskningsinstitutet för att fortsätta och utvidga sitt arbete med översikter
-	Forskningsfinansiärerna behöver ha medel för samverkansforskning /praktiknära forskning / FoUoI. Exempelvis Vinnova!
-	Underlätta ansökningsförfarandet och underlätta för med/samfinansiering


NÄR?
Kort sikt: Samarbete/dialog mellan forskningsfinansiärer. 

Medel/Lång: Besluta om mer medel till SkoLFI. 
Underlätta ansökningsförfarandet och underlätta för med/samfinansiering. 
Inrätta statsbidrag riktade till huvudmännen för att medverka i praktiknära forskning / FoU.

VEM?
Utbildningsdepartementet, Forskningsfinansiärerna, SkolFI, Vinnova m.fl.",Karin Hermansson,Stockholms kommun,,2018-10-10 11:27,,karin-hermansson-1,2/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"Förslag: Statliga medel behöver åtminstone finnas i en utsträckning som kan säkra grundläggande forskning. De behöver vara specifikt riktade så att resurserna hamnar på avsedd plats.

#Regeringen
#TidMedel",Lisa Molin,Göteborgs kommun,Kommunal huvudman,2018-10-10 11:38,regeringen,tidmedel lisa_molin-9,6/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"Förslag: Huvudmannafinansiering av forskarutbildning för lärare och rektorer.
#Huvudmännen
#TidKort",Lisa Molin,Göteborgs kommun,Kommunal huvudman,2018-10-10 11:39,,tidkort lisa_molin-10 huvudmännen,15/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"Bygg upp samarbeten mellan kommuner och högskolor som får tillträde till speciella pengar som inte behöver sökas av traditionella anslagsgivare
#TidLång #RUC #Regeringen",Patrik Lilja,Halmstads kommun,Lärosäte,2018-10-10 12:06,ruc regeringen,tidlång patrik-lilja-9,7/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"Gå ihop flera kommuner och samla resurser regionalt för att göra gemensamma projekt
#TidMedel #Skolforskningsinstitutet #SKL",Patrik Lilja,Halmstads kommun,Lärosäte,2018-10-10 12:07,skolforskningsinstitutet skl,tidmedel patrik-lilja-10,14/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"involvera lärarstudenter och lärarutbildning: en hel del resurser som kunde användas mycket bättre finns exv ”låsta” i examensarbeten
#Lärosäten #Lärarutbildningarna",Patrik Lilja,Halmstads kommun,Lärosäte,2018-10-10 12:08,lärosäten lärarutbildningarna,patrik-lilja-11,10/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"Grupp 9 - föreslår Skarpa direktiv från staten i syfte att stöjda prioritering och fördelning av resurser inom lärosäten och kommuner.
#TidKort #Regeringen",Hanna Forsberg,Danderyds kommun,,2018-10-10 12:57,regeringen,tidkort hanna-forsberg-7,16/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"föreslår Huvudman för förstelärare i skolan. Oberoende parter/statligt för större projekt
#TidMedel #Huvudman #Regeringen",Gustaf Jutterdal,Linköpings kommun,Kommun,2018-10-10 11:12,huvudman regeringen,gustaf_jutterdal-4 tidmedel,23/23,32/139
Learning forum 2018,Fråga 4: Hur bör forskning om skolans digitalisering finansieras?,"förFråga 4, finansiering, bord 8
a) Avnämarna, liksom i industrin, om det gäller 3-5-årsperspektiv.
b) Låt kommunerna avsätta 1% till forskning på samma sätt som staten sätter av en viss procent. Eventuellt matchande finansiering från staten.
#TidMedel
Vem: #Kommuner och #staten",Bengt Hansson,Lunds kommun,Lärosäte,2018-10-10 11:32,,kommuner tidmedel staten bengt-hansson-4,20/23,32/139
Regionalt Rådslag | Norrbotten,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?","Riktade statliga medel till en basnivå i alla kommuner vad gäller digitalisering
#TidMedel #Departement #Regeringen",Io VoteIT,Ale kommun,Annat företag,2018-10-11 15:35,departement regeringen,tidmedel ioo-4,,
Regionalt Rådslag | Norrbotten,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?","föreslår Kompetensutveckla pedagogerna, Särskild digital utbildning till eleverna (datakunskap typ)
#TidMedel #Huvudman #Skolledning",Io VoteIT,Ale kommun,Annat företag,2018-10-11 15:36,huvudman skolledning,tidmedel ioo-5,,
Regionalt Rådslag | Norrbotten,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?","#Regeringen #Departementet
Fjärr- och distansundervisning måste bli tillgängligt och tillåtet i alla ämnen i skollagen för att undervisningen i kommuner med ett lågt elevunderlag ska kunna erbjudas. Tyvärr är vår bild av tidsperspektivet....
#TidLång",Titan VoteIT,Ale kommun,Annat företag,2018-10-11 15:38,regeringen,tidlång titan-3 departementet,,
Regionalt Rådslag | Norrbotten,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?","Resurser för att säkerställa likvärdig tillgång till infrastruktur, ex fiber/bredband.
#TidMedel #Kommunpolitiken #Regeringen",Io VoteIT,Ale kommun,Annat företag,2018-10-11 15:38,kommunpolitiken regeringen,tidmedel ioo-6,,
Regionalt Rådslag | Norrbotten,4) Vilka är de främsta hindren för att uppnå likvärdighet gällande användning och tillgång vid digitalisering av skolväsendet?,"#Huvudman #Skolledning
Skapa förutsättningar för kollegialt lärande, dvs kompetensutveckling för verksamhetens personal. 
#TidMedel",Titan VoteIT,Ale kommun,Annat företag,2018-10-11 15:25,huvudman skolledning,titan-1 tidmedel,,
Regionalt Rådslag | Norrbotten,4) Vilka är de främsta hindren för att uppnå likvärdighet gällande användning och tillgång vid digitalisering av skolväsendet?,"#huvudman #lärare #skolledning
Med #lärare menar vi lärare i grundskola, förskola och fritidsverksamhet
Nyttja ""eldsjälar"" till att inspirera: föreläsningar, seminarier, handledning. OBS! Fortlöpande arbete pga ständiga byten av personal.
#TidKort",Titan VoteIT,Ale kommun,Annat företag,2018-10-11 15:30,huvudman lärare skolledning,tidkort titan-2,,
Regionalt Rådslag | Norrbotten,4) Vilka är de främsta hindren för att uppnå likvärdighet gällande användning och tillgång vid digitalisering av skolväsendet?,"föreslår- Lärarnas trygghet
Erbjuda fortbildning
Kollegialt lärande
Ta vara på elevernas kompetens
-Attityder från användare
-Socioekonomisk Har alla teknik hemma? 
Göra skolan med tillgänglig efter skolan med bredband
1 till 1
läxhjälp digital kompetens fritidshem

Advekat kunskap för miniminivå för lärare och skolledare bör preciseras. <1 år Skolverket 
Göra skolans lokaler tillgänglig större delar av dygnet <1år Kommunpolitiker

#TidKort #Kommunpolitiken #Skolverket",Saturnus VoteIT,Stockholms kommun,,2018-10-11 15:36,kommunpolitiken skolverket,tidkort saturnus-1,,
Regionalt Rådslag | Norrbotten,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,"Forskningen ska vara verksamhetsnära och efterfrågestyrd.
#TidMedel #Lärosäten #Huvudman",Io VoteIT,Ale kommun,Annat företag,2018-10-11 15:27,lärosäten huvudman,ioo-1 tidmedel,,
Regionalt Rådslag | Norrbotten,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,"Forskningen ska vara lättillgänglig och kortfattad.
#TidKort #Lärosäten",Io VoteIT,Ale kommun,Annat företag,2018-10-11 15:31,lärosäten,tidkort ioo-2,,
Regionalt Rådslag | Norrbotten,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,"Forskningen ska kopplas till skolutveckling.
#TidMedel #Lärosäten",Io VoteIT,Ale kommun,Annat företag,2018-10-11 15:32,lärosäten,ioo-3 tidmedel,,
Regionalt Rådslag | Norrbotten,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,"#IFOUS #Skolorskningsinstitutet #Lärosäten #Skolverket #SKL #Lärarutbildningarna
Forskning som tydligt utvärderar vilken digital undervisning som direkt gynnar elevers lärande

#TidMedel",Titan VoteIT,Ale kommun,Annat företag,2018-10-11 15:43,lärosäten ifous skolverket lärarutbildningarna skl,skolorskningsinstitutet tidmedel titan-4,,
Regionalt Rådslag | Norrbotten,6) Hur kan forskningen bäst stödja digitaliseringen av skolväsendet?,"föreslår Breda anslag 
- Praktiknära  
Tvinga ut dom i verkligheten, ska vara ett krav.
- Tillgänglig. 
Se till att rapporter kommer till skolan
Bli inbjuden till seminarier
Verksamhetsnära forskning ska prioriteras <1år Lärosäten, Lärarutbildningarna
#TidKort #Lärosäten #Lärarutbildningarna",Saturnus VoteIT,Stockholms kommun,,2018-10-11 15:41,lärosäten lärarutbildningarna,tidkort saturnus-2,,
Regionalt Rådslag | Västerbotten,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"Tydlighet i styrdokument där det beskrivs vad var och en ska göra.
#TidKort #Skolverket #Regeringen",Jorden VoteIT,Stockholms kommun,,2018-10-12 11:34,skolverket regeringen,tidkort jorden-1,6/6,3/4
Regionalt Rådslag | Västerbotten,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"Uppmuntra samarbete mellan kommuner
#TidKort #Kommunpolitiken #Regionen",Mars VoteIT,Stockholms kommun,,2018-10-12 11:34,kommunpolitiken regionen,tidkort mars-1,3/6,3/4
Regionalt Rådslag | Västerbotten,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"Resurser ekonomi och tid
#TidLång #Departement #Skolverket",Merkurius VoteIT,Stockholms kommun,,2018-10-12 11:40,departement skolverket,tidlång merkurius-1,4/6,3/4
Regionalt Rådslag | Västerbotten,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"Centrala utbildningsresurser
#TidMedel #Skolverket #Regeringen",Mars VoteIT,Stockholms kommun,,2018-10-12 11:40,skolverket regeringen,mars-2 tidmedel,2/6,3/4
Regionalt Rådslag | Västerbotten,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"föreslår Resurs till kompetensutveckling av personal där pengar följer med från nationell nivå.
#TidKort #Skolverket #Regeringen",Jorden VoteIT,Stockholms kommun,,2018-10-12 11:42,skolverket regeringen,tidkort jorden-4,1/6,3/4
Regionalt Rådslag | Västerbotten,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"Öka kunskapen om digitalisering, även med ett kritiskt perspektiv
#TidLång #Lärosäten #Skolverket",Mars VoteIT,Stockholms kommun,,2018-10-12 11:43,lärosäten skolverket,tidlång mars-3,5/6,3/4
Regionalt Rådslag | Västerbotten,2) Vilka är de främsta hindren för en bra och likvärdig utveckling av digital kompetens i skolväsendet?,"Riktade statsbidrag som möjliggör utveckling av intern organisation.
#TidMedel #Skolverket #Regeringen",Jupiter VoteIT,Stockholms kommun,,2018-10-12 11:37,skolverket regeringen,tidmedel jupiter-1,,
Regionalt Rådslag | Västerbotten,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?","föreslår Infrastruktur måste fungera och It ska fungera dagligdags.
#TidMedel #Kommunpolitiken #Regeringen",Jorden VoteIT,Stockholms kommun,,2018-10-12 11:36,kommunpolitiken regeringen,tidmedel jorden-2,6/7,3/4
Regionalt Rådslag | Västerbotten,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?","Att samordna centrala grundsystem så att det blir mer likvärdigt mellan kommunerna i landet tex skolsystem, närvaro m.m, jämnför med  LADOK.
#TidLång #SKL",Venus VoteIT,Stockholms kommun,,2018-10-12 11:44,skl,tidlång venus-1,1/7,3/4
Regionalt Rådslag | Västerbotten,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?","föreslår Resurser till hårdvara och kompetens för alla måste följa med om det ska bli likvärdigt.
#TidMedel #Regeringen #Skolverket",Jorden VoteIT,Stockholms kommun,,2018-10-12 11:44,skolverket regeringen,jorden-5 tidmedel,3/7,3/4
Regionalt Rådslag | Västerbotten,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?","Utbyggnad av digitalt nät, fiber och trådlöst
#TidLång #Kommunpolitiken #Regeringen",Mars VoteIT,Stockholms kommun,,2018-10-12 11:44,kommunpolitiken regeringen,tidlång mars-4,7/7,3/4
Regionalt Rådslag | Västerbotten,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?","Gemensamma plattformar både hårdvara och mjukvara
#Departement #SKL #TidMedel",Mars VoteIT,Stockholms kommun,,2018-10-12 11:46,departement skl,tidmedel mars-5,2/7,3/4
Regionalt Rådslag | Västerbotten,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?","Tilldela resurser, mer än undervisning och elevhälsa
#TidMedel #Regeringen",Mars VoteIT,Stockholms kommun,,2018-10-12 11:49,regeringen,tidmedel mars-6,5/7,3/4
Regionalt Rådslag | Västerbotten,"3) Hur kan samhället bidra till att digitaliseringen av skolväsendet blir likvärdig, gällande både tillgång och användning?","Likvärdiga medel, ekonomiska resurserna ska vara likvärdiga trots att man är en liten kommun med små resurser. 
#TidMedel #Regeringen",Venus VoteIT,Stockholms kommun,,2018-10-12 11:51,regeringen,tidmedel venus-2,4/7,3/4
Regionalt Rådslag | Västerbotten,4) Vilka är de främsta hindren för att uppnå likvärdighet gällande användning och tillgång vid digitalisering av skolväsendet?,"Strukturerade kompetensutvecklingsinsatser med målgrupp vårdnadshavare.
#TidMedel #SPSM #Skolverket",Jupiter VoteIT,Stockholms kommun,,2018-10-12 11:40,spsm skolverket,tidmedel jupiter-2,,
Regionalt Rådslag | Västerbotten,4) Vilka är de främsta hindren för att uppnå likvärdighet gällande användning och tillgång vid digitalisering av skolväsendet?,"Tillgång till nätverksuppkoppling och digitalt verktyg
#TidKort #Huvudman #Skolledning",Merkurius VoteIT,Stockholms kommun,,2018-10-12 11:47,huvudman skolledning,tidkort merkurius-2,,
Regionalt Rådslag | Västerbotten,4) Vilka är de främsta hindren för att uppnå likvärdighet gällande användning och tillgång vid digitalisering av skolväsendet?,"Datasupport under skoltid
#TidKort #Huvudman #Skolledning",Merkurius VoteIT,Stockholms kommun,,2018-10-12 11:51,huvudman skolledning,tidkort merkurius-3,,
Regionalt Rådslag | Västerbotten,4) Vilka är de främsta hindren för att uppnå likvärdighet gällande användning och tillgång vid digitalisering av skolväsendet?,"Framtagande av utbildningsblock för kollegialt lärande, liknande “mattelyftet”
#TidMedel #Skolverket",Jupiter VoteIT,Stockholms kommun,,2018-10-12 11:51,skolverket,jupiter-4 tidmedel,,
Regionalt Rådslag | Västerbotten,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,"Se till att basera politiska beslut på vetenskaplig grund och beprövad erfarenhet
#TidLång #Skolforskningsinstitutet #Regeringen",Mars VoteIT,Stockholms kommun,,2018-10-12 11:50,skolforskningsinstitutet regeringen,tidlång mars-7,2/6,3/4
Regionalt Rådslag | Västerbotten,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,"Riktad målgrupp
#TidKort #Lärosäten #Skolforskningsinstitutet",Merkurius VoteIT,Stockholms kommun,,2018-10-12 11:52,lärosäten skolforskningsinstitutet,tidkort merkurius-4,6/6,3/4
Regionalt Rådslag | Västerbotten,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,"Finansiering som stödjer följe- och aktionsforskning m.m. utifrån att skolan/klassrummet är/blir det digitala labbet
#TidMedel #Skolforskningsinstitutet #Regeringen",Mars VoteIT,Stockholms kommun,,2018-10-12 11:53,skolforskningsinstitutet regeringen,mars-8 tidmedel,4/6,3/4
Regionalt Rådslag | Västerbotten,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,"Lärosäten mfl. måste tillgängliggöra forskningsresultat
#TidKort #Lärosäten #Skolforskningsinstitutet",Mars VoteIT,Stockholms kommun,,2018-10-12 11:55,lärosäten skolforskningsinstitutet,tidkort mars-9,3/6,3/4
Regionalt Rådslag | Västerbotten,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,"Att det finns en kanal att hitta forskningen, säkerställa och sammanföra forskningen på ett ställe. Relevant forskning som är kopplad till skolans olika verksamheter.
#TidMedel #Universitetskanslersämbetet #Skolverket",Venus VoteIT,Stockholms kommun,,2018-10-12 11:55,universitetskanslersämbetet skolverket,venus-3 tidmedel,1/6,3/4
Regionalt Rådslag | Västerbotten,5) Vad är viktigast för att forskning om digitalisering ska göras tillgänglig för skolväsendet?,"En tydligare styrning (schysst diktator).
#TidMedel #Skolverket",Venus VoteIT,Stockholms kommun,,2018-10-12 11:59,skolverket,venus-4 tidmedel,5/6,3/4
Regionalt Rådslag | Västerbotten,6) Hur kan forskningen bäst stödja digitaliseringen av skolväsendet?,"föreslår Att forskning och skolutveckling går hand i hand och utgår från behov i skolan.
#TidKort #Departement #Universitet_och_högskolerådet",Jorden VoteIT,Stockholms kommun,,2018-10-12 11:38,departement universitet_och_högskolerådet,tidkort jorden-3,,
Regionalt Rådslag | Västerbotten,6) Hur kan forskningen bäst stödja digitaliseringen av skolväsendet?,"Framtagande av aktuell forskningsöversikt med fokus på framgångsfaktorer.
#TidLång #Lärosäten #Skolverket",Jupiter VoteIT,Stockholms kommun,,2018-10-12 11:44,lärosäten skolverket,tidlång jupiter-3,,
Regionalt Rådslag | Västerbotten,6) Hur kan forskningen bäst stödja digitaliseringen av skolväsendet?,"föreslår Det ska vara lätt att förstå och kunna ta del av forskningsresultat för alla.
#TidMedel #Skolforskningsinstitutet #Universitet_och_högskolerådet",Jorden VoteIT,Stockholms kommun,,2018-10-12 11:47,skolforskningsinstitutet universitet_och_högskolerådet,jorden-6 tidmedel,,
Rådslag Gymnasiekonferens 2018,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,Gör digitalisering till ett eget ämne/en egen kurs med ett tydligt centralt innehåll.,Mars VoteIT,Stockholms kommun,,2018-10-15 15:39,,mars-1,,
Rådslag Gymnasiekonferens 2018,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,Öka samarbete mellan skolan och arbetslivet kring digitaliseringens möjligheter.,Mars VoteIT,Stockholms kommun,,2018-10-15 15:40,,mars-2,,
Rådslag Gymnasiekonferens 2018,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"föreslår 
en politisk agenda mot Sverigedigi  infrastruktur där skolan är en del tillsammans med näringsliv * offentlig verksamhet och ideburen sektor.
offentligt nätverk",Jupiter VoteIT,Stockholms kommun,,2018-10-15 15:40,,jupiter-1,,
Rådslag Gymnasiekonferens 2018,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,föreslår riktade statliga resurser till digitaliseringen.,Uranus VoteIT,Stockholms kommun,,2018-10-15 16:17,,uranus-3,,
Rådslag Gymnasiekonferens 2018,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,Förstatliga skolan och inför  ett ekonomiskt utjämningssystem för samtliga gymnasier i landet och koppla detta till en gemensam plan för digitalt arbete. På detta sätt går det alldeles utmärkt att till exempel skapa ETT digitalt system för  elevhantering och möjlighet för samtliga skolor att kunna införa 1-1.,Io VoteIT,Ale kommun,Annat företag,2018-10-15 16:24,,ioo-4,,
Rådslag Gymnasiekonferens 2018,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,föreslår att staten systematisk stödjer huvdmän med implementering av statliga riktlinjer och förnädring av mindset.,Uranus VoteIT,Stockholms kommun,,2018-10-15 16:27,,uranus-4,,
Rådslag Gymnasiekonferens 2018,1) Hur kan samhället bidra till en bra och likvärdig utveckling av digital kompetens för alla inom skolväsendet?,"föreslår  tydliggöra digitala krav i styrdokument, och de digitala kunskaper",Venus VoteIT,Stockholms kommun,,2018-10-15 16:27,,venus-7,,
